,IndiaStates,NIC_Name,Main_Workers__Total___Persons,Main_Workers__Total__Males,Main_Workers__Total__Females,Main_Workers__Rural___Persons,Main_Workers__Rural__Males,Main_Workers__Rural__Females,Main_Workers__Urban___Persons,Main_Workers__Urban__Males,Main_Workers__Urban__Females,Marginal_Workers__Total___Persons,Marginal_Workers__Total__Males,Marginal_Workers__Total__Females,Marginal_Workers__Rural___Persons,Marginal_Workers__Rural__Males,Marginal_Workers__Rural__Females,Marginal_Workers__Urban___Persons,Marginal_Workers__Urban__Males,Marginal_Workers__Urban__Females,TotalWorkers,MaleFemaleRatio,Latitude,Longitude
35686,STATE - WEST BENGAL,Service activities related to printing,14312,13449,863,3756,3636,120,10556,9813,743,1472,1228,244,725,640,85,747,588,159,15784,15.584009269988412,22.65423406060606,82.20022463636361
35687,STATE - WEST BENGAL,Reproduction of recorded media,44,38,6,18,18,0,26,20,6,0,0,0,0,0,0,0,0,0,44,6.333333333333333,22.65423406060606,82.20022463636361
35688,STATE - WEST BENGAL,Reproduction of recorded media,44,38,6,18,18,0,26,20,6,0,0,0,0,0,0,0,0,0,44,6.333333333333333,22.65423406060606,82.20022463636361
35689,STATE - WEST BENGAL,Manufacture of coke and refined petroleum products,7149,6682,467,2033,1872,161,5116,4810,306,825,490,335,521,267,254,304,223,81,7974,14.308351177730191,22.65423406060606,82.20022463636361
35690,STATE - WEST BENGAL,Manufacture of coke oven products,2165,1936,229,816,718,98,1349,1218,131,413,185,228,290,111,179,123,74,49,2578,8.45414847161572,22.65423406060606,82.20022463636361
35691,STATE - WEST BENGAL,Manufacture of coke oven products,2165,1936,229,816,718,98,1349,1218,131,413,185,228,290,111,179,123,74,49,2578,8.45414847161572,22.65423406060606,82.20022463636361
35692,STATE - WEST BENGAL,Manufacture of refined petroleum products,4984,4746,238,1217,1154,63,3767,3592,175,412,305,107,231,156,75,181,149,32,5396,19.94117647058824,22.65423406060606,82.20022463636361
35693,STATE - WEST BENGAL,Manufacture of refined petroleum products,4984,4746,238,1217,1154,63,3767,3592,175,412,305,107,231,156,75,181,149,32,5396,19.94117647058824,22.65423406060606,82.20022463636361
35694,STATE - WEST BENGAL,Manufacture of chemicals and chemical products,28312,24137,4175,9768,7842,1926,18544,16295,2249,8217,2724,5493,5471,1445,4026,2746,1279,1467,36529,5.781317365269461,22.65423406060606,82.20022463636361
35695,STATE - WEST BENGAL,"Manufacture of basic chemicals, fertilizer and nitrogen compounds, plastics",4297,4066,231,1501,1417,84,2796,2649,147,414,315,99,225,171,54,189,144,45,4711,17.6017316017316,22.65423406060606,82.20022463636361
35696,STATE - WEST BENGAL,Manufacture of basic chemicals,2677,2531,146,724,693,31,1953,1838,115,163,130,33,51,44,7,112,86,26,2840,17.335616438356166,22.65423406060606,82.20022463636361
35697,STATE - WEST BENGAL,Manufacture of fertilizers and nitrogen compounds,1391,1325,66,688,645,43,703,680,23,203,160,43,153,116,37,50,44,6,1594,20.07575757575757,22.65423406060606,82.20022463636361
35698,STATE - WEST BENGAL,Manufacture of plastics and synthetic rubber in primary forms,229,210,19,89,79,10,140,131,9,48,25,23,21,11,10,27,14,13,277,11.052631578947368,22.65423406060606,82.20022463636361
35699,STATE - WEST BENGAL,Manufacture of other chemical products,23897,19955,3942,8235,6393,1842,15662,13562,2100,7783,2389,5394,5234,1262,3972,2549,1127,1422,31680,5.062151192288178,22.65423406060606,82.20022463636361
35700,STATE - WEST BENGAL,Manufacture of pesticides and other agrochemical products,225,208,17,73,65,8,152,143,9,34,30,4,25,21,4,9,9,0,259,12.235294117647058,22.65423406060606,82.20022463636361
35701,STATE - WEST BENGAL,"Manufacture of paints, varnishes and similar coatings, printing ink and",7338,6953,385,2184,2040,144,5154,4913,241,975,822,153,487,389,98,488,433,55,8313,18.05974025974026,22.65423406060606,82.20022463636361
35702,STATE - WEST BENGAL,"Manufacture of soap and detergents, cleaning and polishing preparations,",13460,10255,3205,5163,3571,1592,8297,6684,1613,6336,1326,5010,4464,715,3749,1872,611,1261,19796,3.199687987519501,22.65423406060606,82.20022463636361
35703,STATE - WEST BENGAL,Manufacture of other chemical products n.e.c.,2874,2539,335,815,717,98,2059,1822,237,438,211,227,258,137,121,180,74,106,3312,7.57910447761194,22.65423406060606,82.20022463636361
35704,STATE - WEST BENGAL,Manufacture of man-made fibres,118,116,2,32,32,0,86,84,2,20,20,0,12,12,0,8,8,0,138,58,22.65423406060606,82.20022463636361
35705,STATE - WEST BENGAL,Manufacture of man-made fibres,53,53,0,17,17,0,36,36,0,8,8,0,6,6,0,2,2,0,61,53,22.65423406060606,82.20022463636361
35706,STATE - WEST BENGAL,Manufacture of anti-sprouting products,65,63,2,15,15,0,50,48,2,12,12,0,6,6,0,6,6,0,77,31.5,22.65423406060606,82.20022463636361
35707,STATE - WEST BENGAL,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",10616,9904,712,2200,2098,102,8416,7806,610,692,588,104,315,270,45,377,318,59,11308,13.910112359550562,22.65423406060606,82.20022463636361
35708,STATE - WEST BENGAL,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",10616,9904,712,2200,2098,102,8416,7806,610,692,588,104,315,270,45,377,318,59,11308,13.910112359550562,22.65423406060606,82.20022463636361
35709,STATE - WEST BENGAL,"Manufacture of pharmaceuticals, medicinal chemical and botanical",10616,9904,712,2200,2098,102,8416,7806,610,692,588,104,315,270,45,377,318,59,11308,13.910112359550562,22.65423406060606,82.20022463636361
35710,STATE - WEST BENGAL,Manufacture of rubber and plastics products,22258,19386,2872,6427,5769,658,15831,13617,2214,3238,1977,1261,1634,993,641,1604,984,620,25496,6.75,22.65423406060606,82.20022463636361
35711,STATE - WEST BENGAL,Manufacture of rubber products,5868,5512,356,1383,1314,69,4485,4198,287,629,409,220,233,145,88,396,264,132,6497,15.48314606741573,22.65423406060606,82.20022463636361
35712,STATE - WEST BENGAL,Manufacture of rubber tyres and tubes; retreading and rebuilding of,2536,2413,123,693,670,23,1843,1743,100,189,135,54,84,55,29,105,80,25,2725,19.617886178861788,22.65423406060606,82.20022463636361
35713,STATE - WEST BENGAL,Manufacture of other rubber products,3332,3099,233,690,644,46,2642,2455,187,440,274,166,149,90,59,291,184,107,3772,13.300429184549357,22.65423406060606,82.20022463636361
35714,STATE - WEST BENGAL,Manufacture of plastics products,16390,13874,2516,5044,4455,589,11346,9419,1927,2609,1568,1041,1401,848,553,1208,720,488,18999,5.514308426073132,22.65423406060606,82.20022463636361
35715,STATE - WEST BENGAL,Manufacture of plastics products,16390,13874,2516,5044,4455,589,11346,9419,1927,2609,1568,1041,1401,848,553,1208,720,488,18999,5.514308426073132,22.65423406060606,82.20022463636361
35716,STATE - WEST BENGAL,Manufacture of glass and glass products,9555,7006,2549,4868,2841,2027,4687,4165,522,8611,1066,7545,8162,764,7398,449,302,147,18166,2.7485288348371912,22.65423406060606,82.20022463636361
35717,STATE - WEST BENGAL,Manufacture of glass and glass products,9555,7006,2549,4868,2841,2027,4687,4165,522,8611,1066,7545,8162,764,7398,449,302,147,18166,2.7485288348371912,22.65423406060606,82.20022463636361
35718,STATE - WEST BENGAL,Manufacture of refractory products,13305,11275,2030,9860,8340,1520,3445,2935,510,5787,4113,1674,4595,3326,1269,1192,787,405,19092,5.554187192118227,22.65423406060606,82.20022463636361
35719,STATE - WEST BENGAL,Manufacture of other porcelain and ceramic products,42998,35634,7364,25721,21390,4331,17277,14244,3033,15434,8951,6483,12697,7192,5505,2737,1759,978,58432,4.838946224877784,22.65423406060606,82.20022463636361
35720,STATE - WEST BENGAL,"Manufacture of cement, lime and plaster",6544,6269,275,2567,2453,114,3977,3816,161,900,776,124,442,361,81,458,415,43,7444,22.79636363636364,22.65423406060606,82.20022463636361
35721,STATE - WEST BENGAL,"Manufacture of articles of concrete, cement and plaster",4425,4115,310,3080,2870,210,1345,1245,100,1022,794,228,811,621,190,211,173,38,5447,13.274193548387096,22.65423406060606,82.20022463636361
35722,STATE - WEST BENGAL,"Cutting, shaping and finishing of stone",2530,2072,458,1339,1054,285,1191,1018,173,762,507,255,544,380,164,218,127,91,3292,4.524017467248909,22.65423406060606,82.20022463636361
35723,STATE - WEST BENGAL,Manufacture of other non-metallic mineral products n.e.c.,1332,1202,130,763,650,113,569,552,17,257,208,49,203,166,37,54,42,12,1589,9.246153846153844,22.65423406060606,82.20022463636361
35724,STATE - WEST BENGAL,Manufacture of basic iron and steel,89557,86292,3265,21985,21380,605,67572,64912,2660,7818,7249,569,2654,2444,210,5164,4805,359,97375,26.429402756508424,22.65423406060606,82.20022463636361
35725,STATE - WEST BENGAL,Manufacture of basic iron and steel,89557,86292,3265,21985,21380,605,67572,64912,2660,7818,7249,569,2654,2444,210,5164,4805,359,97375,26.429402756508424,22.65423406060606,82.20022463636361
35726,STATE - WEST BENGAL,Manufacture of basic precious and other non-ferrous metals,9422,8877,545,3591,3400,191,5831,5477,354,1096,926,170,605,535,70,491,391,100,10518,16.288073394495413,22.65423406060606,82.20022463636361
35727,STATE - WEST BENGAL,Manufacture of basic precious and other non-ferrous metals,9422,8877,545,3591,3400,191,5831,5477,354,1096,926,170,605,535,70,491,391,100,10518,16.288073394495413,22.65423406060606,82.20022463636361
35728,STATE - WEST BENGAL,Casting of non-ferrous metals,5339,4999,340,2861,2708,153,2478,2291,187,1066,720,346,872,592,280,194,128,66,6405,14.702941176470588,22.65423406060606,82.20022463636361
35729,STATE - WEST BENGAL,"Manufacture of fabricated metal products, except machinery and equipment",83087,80573,2514,39781,38665,1116,43306,41908,1398,10360,9080,1280,7075,6109,966,3285,2971,314,93447,32.0497215592681,22.65423406060606,82.20022463636361
35730,STATE - WEST BENGAL,"Manufacture of structural metal products, tanks, reservoirs and steam",26971,26204,767,11626,11361,265,15345,14843,502,3289,3072,217,2001,1866,135,1288,1206,82,30260,34.164276401564535,22.65423406060606,82.20022463636361
35731,STATE - WEST BENGAL,Manufacture of structural metal products,24413,23816,597,10749,10554,195,13664,13262,402,2956,2849,107,1830,1762,68,1126,1087,39,27369,39.892797319933,22.65423406060606,82.20022463636361
35732,STATE - WEST BENGAL,"Manufacture of tanks, reservoirs and containers of metal",2333,2176,157,773,711,62,1560,1465,95,316,214,102,163,104,59,153,110,43,2649,13.859872611464969,22.65423406060606,82.20022463636361
35733,STATE - WEST BENGAL,"Manufacture of steam generators, except central heating hot water",225,212,13,104,96,8,121,116,5,17,9,8,8,0,8,9,9,0,242,16.307692307692307,22.65423406060606,82.20022463636361
35734,STATE - WEST BENGAL,Manufacture of weapons and ammunition,2169,2004,165,157,148,9,2012,1856,156,79,55,24,27,9,18,52,46,6,2248,12.145454545454545,22.65423406060606,82.20022463636361
35735,STATE - WEST BENGAL,Manufacture of weapons and ammunition,2169,2004,165,157,148,9,2012,1856,156,79,55,24,27,9,18,52,46,6,2248,12.145454545454545,22.65423406060606,82.20022463636361
35736,STATE - WEST BENGAL,Manufacture of other fabricated metal products; metalworking service,53947,52365,1582,27998,27156,842,25949,25209,740,6992,5953,1039,5047,4234,813,1945,1719,226,60939,33.10050568900127,22.65423406060606,82.20022463636361
35737,STATE - WEST BENGAL,"Forging, pressing, stamping and roll-forming of metal; powder",245,236,9,69,64,5,176,172,4,33,24,9,30,24,6,3,0,3,278,26.22222222222222,22.65423406060606,82.20022463636361
35738,STATE - WEST BENGAL,Machining; treatment and coating of metals,82,82,0,27,27,0,55,55,0,3,3,0,3,3,0,0,0,0,85,82,22.65423406060606,82.20022463636361
35739,STATE - WEST BENGAL,"Manufacture of cutlery, hand tools and general hardware",39848,38762,1086,22247,21602,645,17601,17160,441,5299,4552,747,3977,3333,644,1322,1219,103,45147,35.69244935543278,22.65423406060606,82.20022463636361
35740,STATE - WEST BENGAL,Manufacture of other fabricated metal products n.e.c.,13772,13285,487,5655,5463,192,8117,7822,295,1657,1374,283,1037,874,163,620,500,120,15429,27.279260780287476,22.65423406060606,82.20022463636361
35741,STATE - WEST BENGAL,"Manufacture of computer, electronic and optical products",7430,6942,488,3117,2993,124,4313,3949,364,815,730,85,486,436,50,329,294,35,8245,14.225409836065571,22.65423406060606,82.20022463636361
35742,STATE - WEST BENGAL,Manufacture of electronic components,814,749,65,304,270,34,510,479,31,73,65,8,38,35,3,35,30,5,887,11.523076923076925,22.65423406060606,82.20022463636361
35743,STATE - WEST BENGAL,Manufacture of electronic components,814,749,65,304,270,34,510,479,31,73,65,8,38,35,3,35,30,5,887,11.523076923076925,22.65423406060606,82.20022463636361
35744,STATE - WEST BENGAL,Manufacture of computers and peripheral equipment,1383,1225,158,298,269,29,1085,956,129,77,68,9,30,24,6,47,44,3,1460,7.753164556962025,22.65423406060606,82.20022463636361
35745,STATE - WEST BENGAL,Manufacture of computers and peripheral equipment,1383,1225,158,298,269,29,1085,956,129,77,68,9,30,24,6,47,44,3,1460,7.753164556962025,22.65423406060606,82.20022463636361
35746,STATE - WEST BENGAL,Manufacture of communication equipment,1222,1155,67,442,433,9,780,722,58,166,155,11,78,67,11,88,88,0,1388,17.238805970149254,22.65423406060606,82.20022463636361
35747,STATE - WEST BENGAL,Manufacture of communication equipment,1222,1155,67,442,433,9,780,722,58,166,155,11,78,67,11,88,88,0,1388,17.238805970149254,22.65423406060606,82.20022463636361
35748,STATE - WEST BENGAL,Manufacture of consumer electronics,1182,1113,69,439,434,5,743,679,64,140,118,22,68,59,9,72,59,13,1322,16.130434782608695,22.65423406060606,82.20022463636361
35749,STATE - WEST BENGAL,Manufacture of consumer electronics,1182,1113,69,439,434,5,743,679,64,140,118,22,68,59,9,72,59,13,1322,16.130434782608695,22.65423406060606,82.20022463636361
35750,STATE - WEST BENGAL,"Manufacture of measuring, testing, navigating and control equipment;",597,542,55,223,201,22,374,341,33,56,45,11,33,30,3,23,15,8,653,9.854545454545455,22.65423406060606,82.20022463636361
35751,STATE - WEST BENGAL,"Manufacture of measuring, testing, navigating and control equipment",174,162,12,78,74,4,96,88,8,24,21,3,24,21,3,0,0,0,198,13.5,22.65423406060606,82.20022463636361
35752,STATE - WEST BENGAL,Manufacture of watches and clocks,423,380,43,145,127,18,278,253,25,32,24,8,9,9,0,23,15,8,455,8.837209302325581,22.65423406060606,82.20022463636361
35753,STATE - WEST BENGAL,"Manufacture of irradiation, electromedical and electrotherapeutic",11,11,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,11,11,22.65423406060606,82.20022463636361
35754,STATE - WEST BENGAL,"Manufacture of irradiation, electromedical and electrotherapeutic",11,11,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,11,11,22.65423406060606,82.20022463636361
35755,STATE - WEST BENGAL,Manufacture of optical instruments and equipment,2114,2047,67,1373,1348,25,741,699,42,296,272,24,239,221,18,57,51,6,2410,30.55223880597015,22.65423406060606,82.20022463636361
35756,STATE - WEST BENGAL,Manufacture of optical instruments and equipment,2114,2047,67,1373,1348,25,741,699,42,296,272,24,239,221,18,57,51,6,2410,30.55223880597015,22.65423406060606,82.20022463636361
35757,STATE - WEST BENGAL,Manufacture of magnetic and optical media,107,100,7,38,38,0,69,62,7,7,7,0,0,0,0,7,7,0,114,14.285714285714286,22.65423406060606,82.20022463636361
35758,STATE - WEST BENGAL,Manufacture of magnetic and optical media,107,100,7,38,38,0,69,62,7,7,7,0,0,0,0,7,7,0,114,14.285714285714286,22.65423406060606,82.20022463636361
35759,STATE - WEST BENGAL,Manufacture of electrical equipment,17052,15811,1241,5985,5594,391,11067,10217,850,1850,1595,255,1011,860,151,839,735,104,18902,12.740531829170024,22.65423406060606,82.20022463636361
35760,STATE - WEST BENGAL,"Manufacture of electric motors, generators, transformers and electricity",5329,5201,128,2100,2067,33,3229,3134,95,582,572,10,323,318,5,259,254,5,5911,40.6328125,22.65423406060606,82.20022463636361
35761,STATE - WEST BENGAL,"Manufacture of electric motors, generators, transformers and electricity",5329,5201,128,2100,2067,33,3229,3134,95,582,572,10,323,318,5,259,254,5,5911,40.6328125,22.65423406060606,82.20022463636361
35762,STATE - WEST BENGAL,Manufacture of batteries and accumulators,3558,3438,120,1018,989,29,2540,2449,91,266,243,23,151,135,16,115,108,7,3824,28.65,22.65423406060606,82.20022463636361
35763,STATE - WEST BENGAL,Manufacture of batteries and accumulators,3558,3438,120,1018,989,29,2540,2449,91,266,243,23,151,135,16,115,108,7,3824,28.65,22.65423406060606,82.20022463636361
35764,STATE - WEST BENGAL,Manufacture of wiring and wiring devices,1844,1624,220,586,527,59,1258,1097,161,187,145,42,104,73,31,83,72,11,2031,7.381818181818182,22.65423406060606,82.20022463636361
35765,STATE - WEST BENGAL,Manufacture of fibre optic cables for data transmission or live,233,195,38,86,71,15,147,124,23,35,15,20,32,12,20,3,3,0,268,5.131578947368421,22.65423406060606,82.20022463636361
35766,STATE - WEST BENGAL,Manufacture of other electronic and electric wires and cables,823,790,33,201,199,2,622,591,31,53,50,3,19,16,3,34,34,0,876,23.939393939393938,22.65423406060606,82.20022463636361
35767,STATE - WEST BENGAL,Manufacture of wiring devices,788,639,149,299,257,42,489,382,107,99,80,19,53,45,8,46,35,11,887,4.2885906040268456,22.65423406060606,82.20022463636361
35768,STATE - WEST BENGAL,Manufacture of electric lighting equipment,2108,1848,260,646,603,43,1462,1245,217,192,172,20,107,99,8,85,73,12,2300,7.107692307692307,22.65423406060606,82.20022463636361
35769,STATE - WEST BENGAL,Manufacture of electric lighting equipment,2108,1848,260,646,603,43,1462,1245,217,192,172,20,107,99,8,85,73,12,2300,7.107692307692307,22.65423406060606,82.20022463636361
35770,STATE - WEST BENGAL,Manufacture of domestic appliances,3911,3426,485,1557,1333,224,2354,2093,261,600,448,152,321,233,88,279,215,64,4511,7.063917525773196,22.65423406060606,82.20022463636361
35771,STATE - WEST BENGAL,Manufacture of domestic appliances,3911,3426,485,1557,1333,224,2354,2093,261,600,448,152,321,233,88,279,215,64,4511,7.063917525773196,22.65423406060606,82.20022463636361
35772,STATE - WEST BENGAL,Manufacture of other electrical equipment,302,274,28,78,75,3,224,199,25,23,15,8,5,2,3,18,13,5,325,9.785714285714286,22.65423406060606,82.20022463636361
35773,STATE - WEST BENGAL,Manufacture of other electrical equipment,302,274,28,78,75,3,224,199,25,23,15,8,5,2,3,18,13,5,325,9.785714285714286,22.65423406060606,82.20022463636361
35774,STATE - WEST BENGAL,Manufacture of machinery and equipment n.e.c.,17865,16692,1173,7464,6965,499,10401,9727,674,2130,1611,519,1398,1060,338,732,551,181,19995,14.230179028132993,22.65423406060606,82.20022463636361
35775,STATE - WEST BENGAL,Manufacture of general purpose machinery,4608,4359,249,2006,1915,91,2602,2444,158,510,413,97,362,299,63,148,114,34,5118,17.50602409638554,22.65423406060606,82.20022463636361
35776,STATE - WEST BENGAL,"Manufacture of engines and turbines, except aircraft, vehicle and cycle",242,234,8,71,71,0,171,163,8,32,30,2,26,24,2,6,6,0,274,29.25,22.65423406060606,82.20022463636361
35777,STATE - WEST BENGAL,Manufacture of fluid power equipment,77,71,6,27,27,0,50,44,6,5,0,5,0,0,0,5,0,5,82,11.833333333333334,22.65423406060606,82.20022463636361
35778,STATE - WEST BENGAL,"Manufacture of other pumps, compressors, taps and valves",246,219,27,110,101,9,136,118,18,35,32,3,24,24,0,11,8,3,281,8.11111111111111,22.65423406060606,82.20022463636361
35779,STATE - WEST BENGAL,"Manufacture of bearings, gears, gearing and driving elements",1395,1328,67,462,443,19,933,885,48,129,110,19,57,49,8,72,61,11,1524,19.82089552238806,22.65423406060606,82.20022463636361
35780,STATE - WEST BENGAL,"Manufacture of ovens, furnaces and furnace burners",131,116,15,47,44,3,84,72,12,35,15,20,21,9,12,14,6,8,166,7.733333333333333,22.65423406060606,82.20022463636361
35781,STATE - WEST BENGAL,Manufacture of lifting and handling equipment,300,278,22,129,124,5,171,154,17,33,17,16,27,11,16,6,6,0,333,12.636363636363637,22.65423406060606,82.20022463636361
35782,STATE - WEST BENGAL,Manufacture of office machinery and equipment,214,203,11,116,111,5,98,92,6,36,31,5,29,26,3,7,5,2,250,18.454545454545453,22.65423406060606,82.20022463636361
35783,STATE - WEST BENGAL,Manufacture of power-driven hand tools,103,95,8,44,39,5,59,56,3,3,3,0,0,0,0,3,3,0,106,11.875,22.65423406060606,82.20022463636361
35784,STATE - WEST BENGAL,Manufacture of other general-purpose machinery,1900,1815,85,1000,955,45,900,860,40,202,175,27,178,156,22,24,19,5,2102,21.352941176470587,22.65423406060606,82.20022463636361
35785,STATE - WEST BENGAL,Manufacture of special-purpose machinery,13257,12333,924,5458,5050,408,7799,7283,516,1620,1198,422,1036,761,275,584,437,147,14877,13.347402597402596,22.65423406060606,82.20022463636361
35786,STATE - WEST BENGAL,Manufacture of agricultural and forestry machinery,437,382,55,189,159,30,248,223,25,143,91,52,117,71,46,26,20,6,580,6.945454545454545,22.65423406060606,82.20022463636361
35787,STATE - WEST BENGAL,Manufacture of metal-forming machinery and machine tools,7332,7196,136,2834,2778,56,4498,4418,80,480,434,46,276,248,28,204,186,18,7812,52.91176470588236,22.65423406060606,82.20022463636361
35788,STATE - WEST BENGAL,Manufacture of machinery for metallurgy,340,326,14,157,145,12,183,181,2,46,32,14,37,27,10,9,5,4,386,23.285714285714285,22.65423406060606,82.20022463636361
35789,STATE - WEST BENGAL,"Manufacture of machinery for mining, quarrying and construction",504,486,18,236,229,7,268,257,11,91,79,12,51,43,8,40,36,4,595,27,22.65423406060606,82.20022463636361
35790,STATE - WEST BENGAL,"Manufacture of machinery for food, beverage and tobacco processing",1395,1146,249,803,615,188,592,531,61,250,150,100,174,94,80,76,56,20,1645,4.602409638554217,22.65423406060606,82.20022463636361
35791,STATE - WEST BENGAL,"Manufacture of machinery for textile, apparel and leather production",1756,1491,265,786,698,88,970,793,177,328,202,126,225,145,80,103,57,46,2084,5.626415094339623,22.65423406060606,82.20022463636361
35792,STATE - WEST BENGAL,Manufacture of other special-purpose machinery,1493,1306,187,453,426,27,1040,880,160,282,210,72,156,133,23,126,77,49,1775,6.983957219251337,22.65423406060606,82.20022463636361
35793,STATE - WEST BENGAL,"Manufacture of motor vehicles, trailers and semi-trailers",3599,3505,94,903,877,26,2696,2628,68,191,179,12,88,83,5,103,96,7,3790,37.2872340425532,22.65423406060606,82.20022463636361
35794,STATE - WEST BENGAL,Manufacture of motor vehicles,1214,1191,23,172,169,3,1042,1022,20,45,45,0,18,18,0,27,27,0,1259,51.78260869565217,22.65423406060606,82.20022463636361
35795,STATE - WEST BENGAL,Manufacture of motor vehicles,1214,1191,23,172,169,3,1042,1022,20,45,45,0,18,18,0,27,27,0,1259,51.78260869565217,22.65423406060606,82.20022463636361
35796,STATE - WEST BENGAL,Manufacture of bodies (coachwork) for motor vehicles; manufacture of,1395,1368,27,447,440,7,948,928,20,76,70,6,44,42,2,32,28,4,1471,50.66666666666666,22.65423406060606,82.20022463636361
35797,STATE - WEST BENGAL,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,1395,1368,27,447,440,7,948,928,20,76,70,6,44,42,2,32,28,4,1471,50.66666666666666,22.65423406060606,82.20022463636361
35798,STATE - WEST BENGAL,Manufacture of parts and accessories for motor vehicles,990,946,44,284,268,16,706,678,28,70,64,6,26,23,3,44,41,3,1060,21.5,22.65423406060606,82.20022463636361
35799,STATE - WEST BENGAL,Manufacture of parts and accessories for motor vehicles,990,946,44,284,268,16,706,678,28,70,64,6,26,23,3,44,41,3,1060,21.5,22.65423406060606,82.20022463636361
35800,STATE - WEST BENGAL,Manufacture of other transport equipment,65497,63509,1988,34354,33438,916,31143,30071,1072,10293,9155,1138,6963,6144,819,3330,3011,319,75790,31.946177062374247,22.65423406060606,82.20022463636361
35801,STATE - WEST BENGAL,Building of ships and boats,46793,45529,1264,26745,26068,677,20048,19461,587,6783,6056,727,4931,4374,557,1852,1682,170,53576,36.01977848101266,22.65423406060606,82.20022463636361
35802,STATE - WEST BENGAL,Building of ships and floating structures,46775,45511,1264,26739,26062,677,20036,19449,587,6783,6056,727,4931,4374,557,1852,1682,170,53558,36.00553797468354,22.65423406060606,82.20022463636361
35803,STATE - WEST BENGAL,Building of pleasure and sporting boats,18,18,0,6,6,0,12,12,0,0,0,0,0,0,0,0,0,0,18,18,22.65423406060606,82.20022463636361
35804,STATE - WEST BENGAL,Manufacture of railway locomotives and rolling stock,6030,5753,277,889,854,35,5141,4899,242,470,372,98,276,217,59,194,155,39,6500,20.768953068592054,22.65423406060606,82.20022463636361
35805,STATE - WEST BENGAL,Manufacture of railway locomotives and rolling stock,6030,5753,277,889,854,35,5141,4899,242,470,372,98,276,217,59,194,155,39,6500,20.768953068592054,22.65423406060606,82.20022463636361
35806,STATE - WEST BENGAL,Manufacture of air and spacecraft and related machinery,116,105,11,51,45,6,65,60,5,32,32,0,21,21,0,11,11,0,148,9.545454545454543,22.65423406060606,82.20022463636361
35807,STATE - WEST BENGAL,Manufacture of air and spacecraft and related machinery,116,105,11,51,45,6,65,60,5,32,32,0,21,21,0,11,11,0,148,9.545454545454543,22.65423406060606,82.20022463636361
35808,STATE - WEST BENGAL,Manufacture of military fighting vehicles,510,465,45,94,71,23,416,394,22,34,20,14,11,5,6,23,15,8,544,10.333333333333334,22.65423406060606,82.20022463636361
35809,STATE - WEST BENGAL,Manufacture of weapons and ammunition,510,465,45,94,71,23,416,394,22,34,20,14,11,5,6,23,15,8,544,10.333333333333334,22.65423406060606,82.20022463636361
35810,STATE - WEST BENGAL,Manufacture of transport equipment n.e.c.,12048,11657,391,6575,6400,175,5473,5257,216,2974,2675,299,1724,1527,197,1250,1148,102,15022,29.81329923273657,22.65423406060606,82.20022463636361
